job_id,job_title,company_name,company_rating,location,scraped_city,role_category,experience_raw,experience_min_yrs,experience_max_yrs,salary_raw,salary_min_lpa,salary_max_lpa,salary_disclosed,skills_required,skills_count,job_description,posted_date_raw,work_mode,company_size_bucket,job_url,data_source,scraped_at,salary_tier,experience_tier,is_senior,primary_city,skill_domain,salary_midpoint_lpa,days_since_posted,is_fresher_friendly,salary_negotiable
47,Data Scientist ( Gaming Industry Experince is Mandatory ),Popreach Technologies,4.9,Bengaluru,Bangalore,Data Scientist,3-8 Yrs,3.0,8.0,Not Disclosed,0.0,0.0,False,"Statistical modeling, Campaign management, data science, Diversity and Inclusion, Performance analysis, Gaming, IPS, Analytics",8,Key Responsibilities Campaign Forecasting: Predict campaign-level profitability from e...,4 days ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientist-gaming-industry-experince-is-mandatory-popreach-technologies-bengaluru-3-to-8-years-050626501656,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),False,Bangalore,Business Intelligence,0.0,4.0,False,False
48,GenAI - Data Scientist,EXL,3.6,"Gurugram, Bengaluru",Bangalore,Data Scientist,7-10 Yrs,7.0,10.0,25-40 Lacs PA,25.0,40.0,True,"Natural Language Processing, Chatbot, LLM, Retrieval Augmented Generation, AWS, langchain, Chatbot Development, Machine Learning",8,Qualifications: Bachelors in Technology / Masters in Data Science/ Masters in Mathemati...,5 days ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-genai-data-scientist-exl-gurugram-bengaluru-7-to-10-years-050626000098,naukri.com,2025-06-10,Leadership (20+ LPA),Senior (6-8 Yrs),False,Gurgaon,AI/ML/DL,32.5,5.0,False,False
49,Walk-in || Data Scientist(6+ yrs exp candidates only),Tata Consultancy Services,3.3,Bengaluru,Bangalore,Data Scientist,13 Jun,13.0,8.0,Not Disclosed,0.0,0.0,False,"Data Science, Machine Learning, Python, Machine, Science, Data, Exp",7,Tcs Hiring!! Tcs is having walkin drive At TCS Banglore Location on 13 june 2026exp req...,13 Jun,On-site,Large (1000+),https://www.naukri.com/job-listings-data-scientist-6-yrs-exp-candidates-only-tata-consultancy-services-bengaluru-6-to-11-years-040626010114,naukri.com,2025-06-10,Undisclosed,Lead/Architect (9+ Yrs),False,Bangalore,AI/ML/DL,0.0,21.0,False,False
50,Snowflake AI/ML Engineer / Data Scientist,sharpheads,3.6,"Hybrid - Hyderabad, Pune, Bengaluru",Bangalore,Data Scientist,4-9 Yrs,4.0,9.0,Not Disclosed,0.0,0.0,False,"Snowflake, Cortex, Machine Learning, Python, SQL, Data, Artificial Intelligence, Ml",8,Immediate Joiners Preferred !! . Key Skills Required: . - Strong experience in Snowfla...,4 days ago,Hybrid,Small/Startup (<100),https://www.naukri.com/job-listings-snowflake-ai-ml-engineer-data-scientist-sharpheads-technologies-hyderabad-pune-bengaluru-4-to-9-years-050626013411,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),False,Hyderabad,AI/ML/DL,0.0,4.0,False,False
51,Data Scientist,Careernet,3.6,Hybrid - Bengaluru,Bangalore,Data Scientist,10-20 Yrs,10.0,20.0,Not Disclosed,0.0,0.0,False,"Data Science, Ncr, Ccn, Artificial Intelligence, Machine Learning, Machine, Science, Data",8,"Familiarity with deep learning techniques such as CNNs, RNNs, autoencoders, embeddings,...",5 days ago,Hybrid,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientist-careernet-bengaluru-10-to-20-years-040626018097,naukri.com,2025-06-10,Undisclosed,Lead/Architect (9+ Yrs),False,Bangalore,AI/ML/DL,0.0,5.0,False,False
52,Data Scientist,Ascendion Engineering,3.6,"Hybrid - Pune, Chennai, Bengaluru",Bangalore,Data Scientist,3-6 Yrs,3.0,6.0,Not Disclosed,0.0,0.0,False,"Data Science, GCP, Vertex Ai, Bigquery, Python, US Pharma, Langchain, Langgraph",8,We are looking for a talented and motivated Data Scientist with 36 years of relevant ex...,6 days ago,Hybrid,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientist-ascendion-engineering-pune-chennai-bengaluru-3-to-6-years-300426016620,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),False,Pune,AI/ML/DL,0.0,6.0,False,False
53,Data Scientist-Gen AI,Leading IT Service and Consulting Organization,3.6,"Hybrid - Pune, Chennai, Bengaluru",Bangalore,Data Scientist,5-10 Yrs,5.0,10.0,Not Disclosed,0.0,0.0,False,"Artificial Intelligence, Machine Learning, Deep Learning, Generative Artificial Intelligence, Python, Tensorflow, Natural Language Processing, Scikit-Learn",8,Preferred Qualifications: . Extensive experience in AI and ML with a strong foundation ...,1 week ago,Hybrid,Large (1000+),https://www.naukri.com/job-listings-data-scientist-gen-ai-anlage-infotech-pune-chennai-bengaluru-5-to-10-years-030626010224,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),False,Pune,AI/ML/DL,0.0,7.0,False,False
54,Data Scientist,Calsoft,2.8,Bengaluru,Bangalore,Data Scientist,5-9 Yrs,5.0,9.0,Not Disclosed,0.0,0.0,False,"Agentic Ai, RAG, Python, Model Context Protocol, Genrative Ai, Natural Language Processing, LLM, Retrieval Augmented Generation",8,"Ensure deployment, monitoring, and maintenance of AI models in production Required Expe...",2 days ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientist-calsoft-bengaluru-5-to-9-years-290526008363,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),False,Bangalore,AI/ML/DL,0.0,2.0,False,False
55,Data Scientist,Ujjivan Small Finance Bank,4.0,Bengaluru,Bangalore,Data Scientist,3-6 Yrs,3.0,6.0,6-12 Lacs PA,6.0,12.0,True,"Fraud Analytics, Transaction Monitoring, Fraud Prevention, Fraud Analysis, Credit Card Fraud, Fraud Detection, Analytics, Cards",8,"Job Requirements : . 3-6 years of experience in fraud analytics, fraud analysis, or a r...",5 days ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientist-ujjivan-small-finance-bank-bengaluru-3-to-6-years-040626013475,naukri.com,2025-06-10,Mid (6-10 LPA),Mid (3-5 Yrs),False,Bangalore,Business Intelligence,9.0,5.0,False,False
56,Data Scientist,Tata Consultancy Services,3.3,"Chennai, Bengaluru, Mumbai (All Areas)",Bangalore,Data Scientist,5-10 Yrs,5.0,10.0,Not Disclosed,0.0,0.0,False,"Data Science, Generative Ai, Typescript, Aiml, Microservices, DeepEval, Python, Data",8,"Ensure models are interpretable and explainable where required, providing transparency ...",1 week ago,On-site,Large (1000+),https://www.naukri.com/job-listings-data-scientist-tata-consultancy-services-chennai-bengaluru-mumbai-all-areas-5-to-10-years-310526002811,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),False,Chennai,AI/ML/DL,0.0,7.0,False,False
57,Data Scientist /AI ML Engineer,Globallogic,3.5,Bengaluru,Bangalore,Data Scientist,5-10 Yrs,5.0,10.0,Not Disclosed,0.0,0.0,False,"hive, fundamentals, cursor, algorithms, data warehousing, data pipeline, artificial intelligence, sql",8,Description: We are looking for a hands-on Data & AI Engineer with 5-8 years of experie...,1 week ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientist-ai-ml-engineer-globallogic-bengaluru-5-to-10-years-020626016711,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),False,Bangalore,AI/ML/DL,0.0,7.0,False,False
58,Data Scientist - 23 Feb (Sat)-Weekend Virtual Interview - Pan India,Tata Consultancy Services,3.3,"India, Bengaluru, Delhi / NCR",Bangalore,Data Scientist,6 Yrs,6.0,8.0,Not Disclosed,0.0,0.0,False,"Data Science, Python, SQL, Machine Learning, Science, Interviewing, SAT, Machine",8,"Job descriptionRoles and ResponsibilitiesDesign, develop, and deploy data science mode...",1 week ago,On-site,Large (1000+),https://www.naukri.com/job-listings-data-scientist-23-feb-sat-weekend-virtual-interview-pan-india-tata-consultancy-services-bengaluru-delhi-ncr-india-6-to-6-years-210526004106,naukri.com,2025-06-10,Undisclosed,Senior (6-8 Yrs),False,Pan India,AI/ML/DL,0.0,7.0,False,False
59,Data Scientist,Clickpost,2.1,Bengaluru,Bangalore,Data Scientist,4-6 Yrs,4.0,6.0,Not Disclosed,0.0,0.0,False,"algorithms, python, data analysis, sas, natural language processing, mathematics, bi, power bi",8,Experience with data visualization tools like Tableau or Power BI.,4 days ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientist-clickpost-bengaluru-4-to-6-years-050626500145,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),False,Bangalore,Business Intelligence,0.0,4.0,False,False
60,Data Scientist,Novulis,3.7,Hybrid - Bengaluru,Bangalore,Data Scientist,10-20 Yrs,10.0,20.0,Not Disclosed,0.0,0.0,False,"Time Series Analysis, Machine Learning, Python, Retail, Lstm, Arima, Time Series, Demand Forecasting",8,Job Description: We are seeking a highly skilled Data Scientist to join an innovative t...,5 days ago,Hybrid,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientist-novulis-bengaluru-10-to-20-years-040626012066,naukri.com,2025-06-10,Undisclosed,Lead/Architect (9+ Yrs),False,Bangalore,AI/ML/DL,0.0,5.0,False,False
61,Data Scientist,Affine Analytics,3.3,Hybrid - Bengaluru,Bangalore,Data Scientist,5-10 Yrs,5.0,10.0,15-27.5 Lacs PA,15.0,27.5,True,"Agentic Ai, RAG, Retrieval Augmented Generation, Python, Generation, Artificial Intelligence, Data",7,Experience with advanced statistics and Machine Learning algorithms is a plus The candi...,1 week ago,Hybrid,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientist-affine-analytics-bengaluru-5-to-10-years-030626010711,naukri.com,2025-06-10,Senior (10-20 LPA),Mid (3-5 Yrs),False,Bangalore,AI/ML/DL,21.25,7.0,False,False
62,Data Scientist Rag,Affine Analytics,3.3,Hybrid - Bengaluru,Bangalore,Data Scientist,3-8 Yrs,3.0,8.0,15-25 Lacs PA,15.0,25.0,True,"Agentic Ai, Rag, Retrieval Augmented Generation, Machine Learning, Python, Generation, Machine, Data",8,Experience with advanced statistics and Machine Learning algorithms is a plus The candi...,3 days ago,Hybrid,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientist-rag-affine-analytics-bengaluru-3-to-8-years-060626010535,naukri.com,2025-06-10,Senior (10-20 LPA),Mid (3-5 Yrs),False,Bangalore,AI/ML/DL,20.0,3.0,False,False
63,Data Scientist (Non-Gaming),Popreach Technologies,4.9,Bengaluru,Bangalore,Data Scientist,5-10 Yrs,5.0,10.0,Not Disclosed,0.0,0.0,False,"advanced analytics, Statistical modeling, Prototype, pricing analysis, Diversity and Inclusion, Quantitative Analyst, Gaming, Forecasting",8,"5+ years of experience in a quantitative role (Data Scientist, Quantitative Analyst, or...",4 days ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientist-non-gaming-popreach-technologies-bengaluru-5-to-10-years-050626501911,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),False,Bangalore,Business Intelligence,0.0,4.0,False,False
64,Data Scientist,Premium,3.6,Bengaluru,Bangalore,Data Scientist,7-10 Yrs,7.0,10.0,Not Disclosed,0.0,0.0,False,"Data Science, Gen Ai, Azure, Chatbot, GenAI, Generative AI, LLM, Machine Learning",8,"Role & responsibilities Data Scientist, LLM, Gen AI, AzureBangalore location",6 days ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientist-bengaluru-7-to-10-years-030626014075,naukri.com,2025-06-10,Undisclosed,Senior (6-8 Yrs),False,Bangalore,AI/ML/DL,0.0,6.0,False,False
65,Data Scientist with GenAI,Affine Analytics,3.3,Hybrid - Bengaluru,Bangalore,Data Scientist,3-5 Yrs,3.0,5.0,Not Disclosed,0.0,0.0,False,"Data Science, Agentic Ai, Retrieval Augmented Generation, Python, Generative Ai, Machine Learning, Generation, Machine",8,He / she should be able to deliver results according to project schedules while maintai...,5 days ago,Hybrid,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientist-with-genai-affine-analytics-bengaluru-3-to-5-years-040626034944,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),False,Bangalore,AI/ML/DL,0.0,5.0,False,False
66,Data Scientist,Ascendion Engineering,3.6,"Hybrid - Hyderabad, Chennai, Bengaluru",Bangalore,Data Scientist,3-6 Yrs,3.0,6.0,Not Disclosed,0.0,0.0,False,"Vertex Ai, Bigquery, Data Science, OOPS, Neural Networks, Aiml, Deep Learning, Python",8,Required Skills Note: Immediate Joiners preferred. Role Overview . We are looking for ...,5 days ago,Hybrid,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientist-ascendion-engineering-hyderabad-chennai-bengaluru-3-to-6-years-050626006150,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),False,Hyderabad,AI/ML/DL,0.0,5.0,False,False
67,Data Scientist (With Databricks),Diggibyte Technologies,3.4,"Ahmedabad, Chennai, Bengaluru",Bangalore,Data Scientist,3-8 Yrs,3.0,8.0,Not Disclosed,0.0,0.0,False,"Predictive Modeling, Generative Ai, Data Bricks, Artificial Intelligence, Natural Language Processing, Statistical Modeling, Data Analytics, Machine Learning",8,"Strong experience with GitHub and Azure DevOps is required for source control, CI / CD,...",5 days ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientist-with-databricks-diggibyte-technologies-ahmedabad-chennai-bengaluru-3-to-8-years-040626033618,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),False,Ahmedabad,AI/ML/DL,0.0,5.0,False,False
68,Data Scientist,Cloudxtreme,4.2,"Hybrid - Hyderabad, Chennai, Bengaluru",Bangalore,Data Scientist,7-12 Yrs,7.0,12.0,Not Disclosed,0.0,0.0,False,"Data Science, Pyspark, Machine Learning, Data, Science, Machine",6,Role & responsibilities Machine Learning Engineer Intelligent Payroll (TPY)Team: HC Fo...,1 week ago,Hybrid,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientist-cloudxtreme-hyderabad-chennai-bengaluru-7-to-12-years-030626009418,naukri.com,2025-06-10,Undisclosed,Senior (6-8 Yrs),False,Hyderabad,AI/ML/DL,0.0,7.0,False,False
69,Data Scientist,Aqilea,4.6,Bengaluru,Bangalore,Data Scientist,8-13 Yrs,8.0,13.0,Not Disclosed,0.0,0.0,False,"GCP, spark, Consulting, Machine learning, Information retrieval, model development, data enrichment, Monitoring",8,Hands-on experience deploying and maintaining ML solutions on Azure or GCPRequired Skil...,6 days ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientist-aqilea-formerly-soltia-bengaluru-8-to-13-years-030626504098,naukri.com,2025-06-10,Undisclosed,Senior (6-8 Yrs),False,Bangalore,AI/ML/DL,0.0,6.0,False,False
70,Data Scientist,Capgemini,3.6,"Hybrid - Hyderabad, Chennai, Bengaluru",Bangalore,Data Scientist,6-9 Yrs,6.0,9.0,5.5-14 Lacs PA,5.5,14.0,True,"Python, Etl Pipelines, Matplotlib, Prompt Engineering, Pandas, data scientist, Retrieval Augmented Generation, Machine Learning",8,"Analyze large, complex datasets to extract actionable insightsBuild, evaluate, and opti...",2 weeks ago,Hybrid,Large (1000+),https://www.naukri.com/job-listings-data-scientist-capgemini-hyderabad-chennai-bengaluru-6-to-9-years-260526014011,naukri.com,2025-06-10,Junior (3-6 LPA),Senior (6-8 Yrs),False,Hyderabad,AI/ML/DL,9.75,14.0,False,False
71,Data Scientist,Capgemini,3.6,"Hybrid - Pune, Bengaluru, Mumbai (All Areas)",Bangalore,Data Scientist,6-8 Yrs,6.0,8.0,Not Disclosed,0.0,0.0,False,"Generative Ai, GCP, Bigquery, Python, Machine Learning, Data, Artificial Intelligence, Machine",8,". 6+ years of hands-on experience in Python programming, with strong proficiency in wri...",2 weeks ago,Hybrid,Large (1000+),https://www.naukri.com/job-listings-data-scientist-capgemini-pune-bengaluru-mumbai-all-areas-6-to-8-years-260526013604,naukri.com,2025-06-10,Undisclosed,Senior (6-8 Yrs),False,Pune,AI/ML/DL,0.0,14.0,False,False
72,Data Scientist (LLM Security),Thales,3.6,Bengaluru,Bangalore,Data Scientist,6-11 Yrs,6.0,11.0,Not Disclosed,0.0,0.0,False,"llm security, python, application security, adversarial, Red Teaming, data scientist, Teaming, RED",8,"Experience with ML lifecycle practices including CI / CD, experimentation, and model mo...",1 week ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientist-llm-security-thales-bengaluru-6-to-11-years-270526024267,naukri.com,2025-06-10,Undisclosed,Senior (6-8 Yrs),False,Bangalore,AI/ML/DL,0.0,7.0,False,False
73,Data Scientist,Wipro,3.6,Bengaluru,Bangalore,Data Scientist,8-13 Yrs,8.0,13.0,Not Disclosed,0.0,0.0,False,"Gen AI, DeepEval, Langchain, Langgraph, RAGAS, RAG, LLM, LangSmith",8,Must have commanding knowledge in Data Evaluation and must have clear awareness in Lang...,2 weeks ago,On-site,Large (1000+),https://www.naukri.com/job-listings-data-scientist-wipro-bengaluru-8-to-13-years-260526038612,naukri.com,2025-06-10,Undisclosed,Senior (6-8 Yrs),False,Bangalore,AI/ML/DL,0.0,14.0,False,False
74,Data Scientist IV,Conduent,3.4,Bengaluru,Bangalore,Data Scientist,12-17 Yrs,12.0,17.0,Not Disclosed,0.0,0.0,False,"Data Scientist, Azure, Architecture, Sql Server, Hadoop, Cloud Architecture, Data Quality Management, Vmware",8,Job Track Description: Do you enjoy building enterprise grade platforms and analytics...,1 week ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientist-iv-conduent-business-services-india-llp-bengaluru-12-to-17-years-010626921451,naukri.com,2025-06-10,Undisclosed,Lead/Architect (9+ Yrs),False,Bangalore,Business Intelligence,0.0,7.0,False,False
75,data scientist,Movate Technologies,3.1,"Hybrid - Hyderabad, Chennai, Bengaluru",Bangalore,Data Scientist,5-8 Yrs,5.0,8.0,15-18 Lacs PA,15.0,18.0,True,"Aiml, machine learning, Retrieval Augmented Generation, Generation, Machine, Data",6,Preferred candidate profile .,1 week ago,Hybrid,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientist-movate-technologies-hyderabad-chennai-bengaluru-5-to-8-years-230526009309,naukri.com,2025-06-10,Senior (10-20 LPA),Mid (3-5 Yrs),False,Hyderabad,AI/ML/DL,16.5,7.0,False,False
76,Data Scientist,Elios Technologies,3.6,Bengaluru,Bangalore,Data Scientist,3-7 Yrs,3.0,7.0,7-12 Lacs PA,7.0,12.0,True,"Pandas, Machine Learning, Numpy, Python, Machine, Data",6,*Required Skills & Qualifications*. 3+ years of hands-on experience as a Data Scientist...,6 days ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientist-elios-technologies-bengaluru-3-to-7-years-030626027299,naukri.com,2025-06-10,Mid (6-10 LPA),Mid (3-5 Yrs),False,Bangalore,AI/ML/DL,9.5,6.0,False,False
77,Data Scientist,Celebal Technologies,3.0,Bengaluru,Bangalore,Data Scientist,3-8 Yrs,3.0,8.0,Not Disclosed,0.0,0.0,False,"Machine Learning, SQL, Data Science, Retail, Python, Predictive Modeling, Arima, Artificial Intelligence",8,"Experience with BI / visualization tools (Tableau, PowerBI) for insights and storytelli...",3 days ago,On-site,Small/Startup (<100),https://www.naukri.com/job-listings-data-scientist-celebal-technologies-bengaluru-3-to-8-years-070626003269,naukri.com,2025-06-10,Undisclosed,Mid (3-5 Yrs),False,Bangalore,AI/ML/DL,0.0,3.0,False,False
